"name","sector","drInCharge","address","addressWithUnit","tel","email"
"","","","Pertubuhan Hemodialisis Muhibah Segamat Johor
1st Floor, Wisma MUHIBBAH
Jalan Putra 1/1, Bandar IOI  85000 Segamat  Johor Darul Takzim  MALAYSIA","Pertubuhan Hemodialisis Muhibbah Segamat, HD Unit","( 07)9435900","phmsj95@gmail.com"
"Pusat Hemodialisis Sinar (Jementah), HD Unit","PRIVATE","EZZAH NAFISAH BINTI ARPAN;","","","",""
"","","","Zamrud Haemodialisis Sdn. Bhd.
Pusat Hemodialisis Sinar (Jementah)
No. 2 & 3, Jalan Mesra 1,
Taman Mesra, Jementah  85200 Segamat  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Sinar (Jementah), HD Unit","(07)9475242","sinarjementah@gmail.com"
"Pusat Perbadanan Islam Segamat, HD Unit","PRIVATE","BANI BIN MAHMOOD @ ABU;","","","",""
"","","","Pusat Dialisis Perbadanan Islam Segamat
No. 29, Batu 1, Jalan Buluh Kasap  85000 Segamat  Johor Darul Takzim  MALAYSIA","Pusat Perbadanan Islam Segamat, HD Unit","( 07)9312500","icmcsgmt@yahoo.com"
"Putera Bistari Dialysis Centre, HD Unit","PRIVATE","MOHD NGALI BIN BUYASIM;","","","",""
"","","","Putera Bistari Dialysis Centre
No. 3, 3A & 4 Jalan Astaka Jaya 6
Taman Astakajaya  85010 Segamat  Johor Darul Takzim  MALAYSIA","Putera Bistari Dialysis Centre, HD Unit","( 07)9444223","pbdc@familymedicare.com.my"
"Segamat Hospital, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit
Hospital Segamat
KM6. Jalan Genuang  83500 Segamat  Johor Darul Takzim  MALAYSIA","Segamat Hospital, HD Unit","( 07)9433333  147 / 149","-"
"Segamat Hospital, Tx Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Renal Transplant Clinic (c/o Haemodialysis Unit)
Hospital Segamat
KM 6, Jalan Genuang  83500 Segamat  Johor Darul Takzim  MALAYSIA","Segamat Hospital, Tx Unit","( 07)9433333  147 / 149","-"
"Senai","","","","","",""
"Pusat Dialisis Perdana, HD Unit","PRIVATE","GOH BOON SER;","","","",""
"","","","Pusat Dialisis Perdana
No.5 & 5-01, Jalan Seni  81400 Senai  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Perdana, HD Unit","016-7402627","perdanakidney@gmail.com"
"Pusat Dialysis Makmur (Senai), HD Unit","PRIVATE","ROSILAWATI BINTI MOHD NOOR;","","","",""
"","","","Pusat Dialysis Makmur
(Makmur Healthcare Centre Sdn Bhd)
No. 168, Lorong Padi Mahsuri 2
Tmn Senai Baru  81400 Senai  Johor Darul Takzim  MALAYSIA","Pusat Dialysis Makmur (Senai), HD Unit","( 07)5951833","makmurhealthcare@yahoo.com"
"Pusat Hemodialysis Rotary Kulai, HD Unit","NGO","PIONG CHEE LIAT;","","","",""
"","","","Pusat Hemodialysis Rotary Kulai 
(The Rotary Club of Kulai Foundation)
No. 1, Jalan Bintang 2
Taman Bintang  81400 Senai  Johor Darul Takzim  MALAYSIA","Pusat Hemodialysis Rotary Kulai, HD Unit","( 07)5980822","rckulai1997@gmail.com"
"Simpang Renggam","","","","","",""
"BP Renal Care Simpang Renggam, HD Unit","PRIVATE","TAY YAO KEONG;","","","",""
"","","","BP Renal Care Simpang Renggam
No. 58, 60 Jalan Setia 2,
Pusat Perdagangan Setia  86200 Simpang Renggam  Johor Darul Takzim  MALAYSIA","BP Renal Care Simpang Renggam, HD Unit","( 07)7555642","bprcsimpangrenggam@gmail.com"
"Pelangi Haemodialysis, HD Unit","PRIVATE","AZHAR BIN JASWADI;","","","",""
"","","","Pelangi Haemodialysis 
(Pusat Haemodialysis Centre Sdn Bhd)
No. 23, Pusat Perniagaan Pelangi
Jalan Pelangi  86200 Simpang Renggam  Johor Darul Takzim  MALAYSIA","Pelangi Haemodialysis, HD Unit","(019)5713910","fati6464@yahoo.com"
"Pusat Dialisis Klinik Kesihatan Simpang Renggam, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Pusat Dialisis Klinik Kesihatan Simpang Renggam
Pusat Dialisis Klinik Kesihatan
Jalan Rambutan  86200 Simpang Renggam  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Klinik Kesihatan Simpang Renggam, HD Unit","( 07)7552655",""
"Skudai","","","","","",""
"Perkhidmatan Hemodialisis Raudhah Dialisis Centre, HD Unit","PRIVATE","KAMARUDIN BIN AHMAD;","","","",""
"","","","Perkhidmatan Hemodialisis Raudhah Dialisis Centre
No. 47 & 49, Jalan Utama 34
Taman Mutiara Rini  81300 Skudai  Johor Darul Takzim  MALAYSIA","Perkhidmatan Hemodialisis Raudhah Dialisis Centre, HD Unit","07-5952128","raudhahdialisis@gmail.com"
"Zhi En Dialysis Centre, HD Unit","PRIVATE","LAW TEIK YEONG;","","","",""
"","","","Zhi En Dialysis Centre
No. 33, Jalan Impian Emas 5/2
Taman Impian Emas  81300 Skudai  Johor Darul Takzim  MALAYSIA","Zhi En Dialysis Centre, HD Unit","( 07)5546882","zhiendialysiscentre@gmail.com"
"Sungai Mati","","","","","",""
"Pusat Rawatan Dialisis Pusat Hemodialisis Syukur, HD Unit","PRIVATE","LITA A/P RAMASAMY;","","","",""
"","","","Pusat Rawatan Dialisis Pusat Hemodialisis Syukur
Sunmars Sdn Bhd
No. 4 (Tingkat Bawah), Jalan Waja,
Taman Kangkar Jaya  84400 Sungai Mati  Johor Darul Takzim  MALAYSIA","Pusat Rawatan Dialisis Pusat Hemodialisis Syukur, HD Unit","06-9753692","hdsyukurtangkak@gmail.com"
"Tangkak","","","","","",""
"Pusat Haemodialisis Suria (Tangkak), HD Unit","PRIVATE","MOHD RAIHAN BIN OMAR;","","","",""
"","","","Pusat Haemodialisis Suria (Tangkak)
(Kumar Urology & Stone Centre Sdn Bhd)
No. 5, Jalan Payamas 3/2
Taman Payamasa 3  84900 Tangkak  Johor Darul Takzim  MALAYSIA","Pusat Haemodialisis Suria (Tangkak), HD Unit","012-2343483","suria.tangkak@yahoo.com"
"Pusat Hemodialisis Ar-Raudhah, HD Unit","PRIVATE","","","","",""
"","","","Pusat Hemodialisis Ar-Raudhah Sdn Bhd
No. 19 & 20, Jalan Dato' Ngah
Pusat Perniagaan Anjung Batu  84900 Tangkak  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Ar-Raudhah, HD Unit","( 06)9789951","arraudhahwecare@yahoo.com"
"Pusat Hemodialisis Fomema Haemodialysis Tangkak, HD Unit","PRIVATE","ZEENAT BINTI ABDUL SHAKUR;","","","",""
"","","","Pusat Hemodialisis Fomema Haemodialysis Tangkak
No. JM 18 & 19, Jalan Manja  84900 Tangkak  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Fomema Haemodialysis Tangkak, HD Unit","06-9650333","fh.tangkak@fomemadialysis.com.my"
"Tangkak Hospital, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit
Tangkak Hospital  84900 Tangkak  Johor Darul Takzim  MALAYSIA","Tangkak Hospital, HD Unit","( 06)9781206  1059 /1060","hospitaltangkakjohor@gmail.com"
"Tangkak Lions Renal Centre, HD Unit","NGO","","","","",""
"","","","Tangkak Lions Renal Centre
No. 1, Jalan Ikhtiari 1
Taman Ikhtiari  84900 Tangkak  Johor Darul Takzim  MALAYSIA","Tangkak Lions Renal Centre, HD Unit","( 06)9781680","tangkaklion1680@gmail.com"
"Ulu Tiram","","","","","",""
"Pusat Haemodialysis Wecare, HD Unit","PRIVATE","GHANA NATHAN A/L RAJENDRAN;","","","",""
"","","","Pusat Haemodialysis Wecare
No. 104 (Tingkat Bawah, Tingkat 1 & Tingkat 2) &
106 (Tingkat Bawah, Tingkat 1 & Tingkat 2)
Jalan Bandar Cemerlang 3/1
Bandar Cemerlang  81800 Ulu Tiram  Johor Darul Takzim  MALAYSIA","Pusat Haemodialysis Wecare, HD Unit","07-8639670","haemodialysiswecare@gmail.com"
"Pusat Hemodialisis Mutiara, HD Unit","PRIVATE","RAZLINA BINTI JOHARI;","","","",""
"","","","Pusat Hemodialisis Mutiara
No.2, Jalan Cantik 5
Taman Pelangi Indah  81800 Ulu Tiram  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Mutiara, HD Unit","07-8616359","rfpelangi01@gmail.com"
"Yong Peng","","","","","",""
"BP Renalcare (Yong Peng) Sdn Bhd, HD Unit","PRIVATE","KEE SWEE ANN;","","","",""
"","","","BP Renalcare (Yong Peng) Sdn Bhd
No.2 & 2A Jalan Utama 3
Taman Utama  83700 Yong Peng  Johor Darul Takzim  MALAYSIA","BP Renalcare (Yong Peng) Sdn Bhd, HD Unit","07-4672244","bprenalcare.yp@gmail.com"
"NSCMH Dialysis Care Cawangan Yong Peng, HD Unit","NGO","SHANTA HENRY JAWAHAR;","","","",""
"","","","NSCMH Dialysis Care Cawangan Yong Peng
No.14 & 16, Jalan Sutera 1
Taman Sutera  83700 Yong Peng  Johor Darul Takzim  MALAYSIA","NSCMH Dialysis Care Cawangan Yong Peng, HD Unit","011-16125288","dialysisyp@gmail.com"
"Pusat Hemodialisis Darul Ta'zim (Parit Yaani), HD Unit","PRIVATE","NORULKAMAR BIN SOIN;","","","",""
"","","","No.23 & 24, Jalan Perdagangan 1
Taman Perdagangan Parit Yaani  83710 Yong Peng  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Darul Ta'zim (Parit Yaani), HD Unit","07-4846111","bvphdt@gmail.com"
